Song,Performer,Peak Position,grouped_genre,release_year,release_month,spotify_track_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,time_signature,spotify_track_duration_ms,prior_song_count,prior_top10_count,prior_best_peak,prior_avg_peak
Heard It All Before,Sunshine Anderson,18,pop,2001,3,55.0,0.698,0.925,-4.209,0.222,0.0611,0.0,0.095,0.676,96.953,3.0,4.0,295826.0,0,0,101.0,101.0
Girlstown,Super Cat,99,reggae,1995,10,13.0,0.8489999999999999,0.645,-7.841,0.0884,0.0132,3.5e-05,0.0839,0.533,93.928,1.0,4.0,242600.0,0,0,101.0,101.0
Bloody Well Right,Supertramp,35,rock,1975,4,56.0,0.551,0.445,-13.885,0.187,0.46,0.0219,0.0704,0.6129999999999999,74.705,3.0,4.0,272432.0,0,0,101.0,101.0
Give A Little Bit,Supertramp,15,rock,1977,6,75.0,0.531,0.818,-5.358,0.0452,0.0694,0.0096,0.263,0.4709999999999999,90.767,2.0,4.0,248173.0,1,0,35.0,35.0
The Logical Song,Supertramp,6,rock,1979,3,73.0,0.625,0.758,-6.213,0.0463,0.512,0.00022,0.153,0.695,119.719,5.0,4.0,251253.0,2,0,15.0,25.0
Goodbye Stranger,Supertramp,15,rock,1979,7,67.0,0.42,0.668,-7.35,0.0517,0.6069999999999999,0.016,0.0585,0.338,125.391,1.0,4.0,350573.0,3,1,6.0,18.666666666666668
Take The Long Way Home,Supertramp,10,rock,1979,10,65.0,0.4139999999999999,0.7,-8.838,0.0301,0.22,0.0007209999999999,0.114,0.37,76.79,5.0,4.0,308853.0,4,1,6.0,17.75
Dreamer,Supertramp,15,rock,1980,9,59.0,0.664,0.4189999999999999,-14.091,0.0701,0.8689999999999999,0.0427,0.0821,0.819,147.865,5.0,4.0,213236.0,5,2,6.0,16.2
Breakfast In America,Supertramp,62,rock,1980,12,71.0,0.532,0.663,-5.886,0.0292,0.4249999999999999,1e-06,0.0734,0.756,75.14,0.0,4.0,159346.0,6,2,6.0,16.0
Cannonball,Supertramp,28,rock,1985,5,46.0,0.76,0.7279999999999999,-9.766,0.0347,0.182,0.0807999999999999,0.0901,0.801,127.213,2.0,4.0,458083.0,7,2,6.0,22.571428571428573
My Kind Of Lady,Supertramp Featuring Rick Davies,31,rock,1983,1,49.0,0.46,0.562,-7.671999999999999,0.0282,0.563,0.00106,0.24,0.776,118.952,9.0,3.0,315906.0,0,0,101.0,101.0
It's Raining Again,Supertramp Featuring Roger Hodgson,11,rock,1982,10,61.0,0.6029999999999999,0.674,-6.808,0.0295,0.62,0.00261,0.26,0.559,121.261,10.0,4.0,264240.0,0,0,101.0,101.0
I'll Try Something New,Supremes & Temptations,25,other,1969,3,26.0,0.6109999999999999,0.3639999999999999,-12.035,0.025,0.314,0.0,0.0718,0.567,95.565,0.0,4.0,140640.0,0,0,101.0,101.0
The Weight,Supremes & Temptations,46,other,1969,9,13.0,0.572,0.436,-14.264,0.0354,0.278,1.9e-05,0.551,0.8,90.428,9.0,4.0,182026.0,1,0,25.0,25.0
Happy,Surface,20,other,1987,5,47.0,0.792,0.4939999999999999,-12.425,0.115,0.0352,0.00282,0.0513,0.647,97.635,0.0,4.0,239826.0,0,0,101.0,101.0
Closer Than Friends,Surface,57,other,1989,4,44.0,0.769,0.326,-9.551,0.0409,0.13,2e-06,0.139,0.7419999999999999,96.976,5.0,4.0,285253.0,1,0,20.0,20.0
Shower Me With Your Love,Surface,5,other,1989,7,50.0,0.632,0.3559999999999999,-10.811,0.0309,0.523,6e-06,0.0961,0.197,131.28,9.0,4.0,294960.0,2,0,20.0,38.5
You Are My Everything,Surface,84,other,1989,11,33.0,0.7119999999999999,0.558,-10.362,0.0661,0.0981,0.0,0.0618,0.8309999999999998,96.018,1.0,4.0,271080.0,3,1,5.0,27.333333333333332
The First Time,Surface,1,other,1990,11,35.0,0.637,0.3539999999999999,-11.964,0.0283,0.215,0.000704,0.0961,0.111,126.435,10.0,4.0,256000.0,4,1,5.0,41.5
Never Gonna Let You Down,Surface,17,other,1991,4,32.0,0.56,0.3629999999999999,-11.9,0.0307,0.55,0.0,0.2049999999999999,0.186,124.45,3.0,4.0,227226.0,5,2,1.0,33.4
Sunday Best,Surfaces,19,rnb_soul,2020,3,82.0,0.878,0.525,-6.832,0.0578,0.183,0.0,0.0714,0.694,112.022,5.0,4.0,158571.0,0,0,101.0,101.0
Somewhere In America,Survivor,70,rock,1980,2,24.0,0.6019999999999999,0.676,-5.624,0.0928,0.0608,4e-06,0.0526,0.635,110.795,9.0,4.0,311693.0,0,0,101.0,101.0
Poor Man's Son,Survivor,33,rock,1981,10,19.0,0.672,0.572,-12.617,0.0612,0.48,5.9e-05,0.126,0.747,118.393,0.0,4.0,215733.0,1,0,70.0,70.0
Summer Nights,Survivor,62,rock,1982,2,16.0,0.501,0.382,-13.743,0.0316,0.127,0.0,0.3009999999999999,0.6009999999999999,132.145,2.0,4.0,248093.0,2,0,33.0,51.5
Eye Of The Tiger,Survivor,1,rock,1982,6,77.0,0.817,0.5989999999999999,-9.249,0.0328,0.132,0.000311,0.0873,0.548,108.873,0.0,4.0,245640.0,3,0,33.0,55.0
American Heartbeat,Survivor,17,rock,1982,9,36.0,0.7409999999999999,0.795,-12.885,0.0305,0.256,0.000366,0.2049999999999999,0.563,132.727,0.0,4.0,249400.0,4,1,1.0,41.5
The One That Really Matters,Survivor,74,rock,1983,1,36.0,0.696,0.57,-12.481,0.03,0.397,0.0,0.314,0.937,121.896,7.0,4.0,208426.0,5,1,1.0,36.6
Caught In The Game,Survivor,77,rock,1983,10,29.0,0.667,0.667,-11.442,0.0297,0.135,4.5e-05,0.1739999999999999,0.7319999999999999,130.982,11.0,4.0,286266.0,6,1,1.0,42.833333333333336
The Moment Of Truth,Survivor,63,rock,1984,6,43.0,0.677,0.776,-8.473,0.0405,0.136,0.000272,0.1739999999999999,0.5,138.902,2.0,4.0,224773.0,7,1,1.0,47.714285714285715
I Can't Hold Back,Survivor,13,rock,1984,9,52.0,0.509,0.681,-10.659,0.0306,0.499,5.4e-05,0.1,0.33,143.645,4.0,4.0,238800.0,8,1,1.0,49.625
High On You,Survivor,8,rock,1985,1,53.0,0.659,0.7139999999999999,-9.811000000000002,0.0321,0.398,1.2e-05,0.1739999999999999,0.871,125.152,7.0,4.0,248200.0,9,1,1.0,45.55555555555556
The Search Is Over,Survivor,4,rock,1985,4,56.0,0.527,0.342,-12.272,0.0336,0.59,0.0,0.0802999999999999,0.1479999999999999,124.209,3.0,4.0,252613.0,10,2,1.0,41.8
First Night,Survivor,53,rock,1985,8,29.0,0.508,0.872,-10.925,0.0543,0.2949999999999999,5e-06,0.0587,0.39,154.184,9.0,4.0,256573.0,11,3,1.0,38.36363636363637
Burning Heart,Survivor,2,rock,1985,11,62.0,0.652,0.6089999999999999,-9.684,0.028,0.2979999999999999,9e-06,0.0573,0.646,98.125,9.0,4.0,230106.0,12,3,1.0,39.583333333333336
Is This Love,Survivor,9,rock,1986,10,47.0,0.679,0.772,-8.945999999999998,0.0328,0.557,0.0,0.0338,0.749,118.129,3.0,4.0,222560.0,13,4,1.0,36.69230769230769
How Much Love,Survivor,51,rock,1987,2,24.0,0.562,0.8359999999999999,-8.73,0.0398,0.2039999999999999,6e-06,0.0867,0.74,129.211,7.0,4.0,237200.0,14,5,1.0,34.714285714285715
Man Against The World,Survivor,86,rock,1987,5,48.0,0.628,0.462,-7.035,0.0261,0.463,0.0,0.337,0.253,97.61,5.0,4.0,215800.0,15,5,1.0,35.8
Didn't Know It Was Love,Survivor,61,rock,1988,10,34.0,0.6129999999999999,0.683,-11.156,0.0332,0.122,0.0,0.2409999999999999,0.637,128.416,2.0,4.0,262800.0,16,5,1.0,38.9375
Across The Miles,Survivor,74,rock,1989,1,22.0,0.5809999999999998,0.2989999999999999,-15.358,0.0289,0.574,6.1e-05,0.0886,0.278,120.107,0.0,4.0,351533.0,17,5,1.0,40.23529411764706
I Dreamed A Dream,Susan Boyle,62,pop,2009,12,46.0,0.2859999999999999,0.378,-8.752,0.0382,0.803,0.000518,0.107,0.113,69.316,10.0,4.0,190560.0,0,0,101.0,101.0
Wild Horses,Susan Boyle,98,pop,2009,12,39.0,0.23,0.152,-13.992,0.0353,0.911,0.00493,0.122,0.116,89.47499999999998,8.0,3.0,292432.0,1,0,62.0,62.0
I Love Onions,Susan Christie,63,folk_acoustic,1966,6,15.0,0.679,0.518,-10.996,0.111,0.3519999999999999,0.022,0.133,0.926,170.494,4.0,4.0,153800.0,0,0,101.0,101.0
You're A Part Of Me,Susan Jacks,90,other,1975,3,6.0,0.315,0.433,-7.973,0.0345,0.659,6e-06,0.195,0.4079999999999999,145.247,5.0,4.0,204600.0,0,0,101.0,101.0
My Side Of The Bed,Susanna Hoffs,30,other,1991,2,29.0,0.5849999999999999,0.667,-7.23,0.0317,0.3009999999999999,1e-05,0.0486,0.574,113.096,2.0,4.0,208360.0,0,0,101.0,101.0
All I Want,Susanna Hoffs,77,other,1996,11,9.0,0.6189999999999999,0.566,-5.792,0.0268,0.0353,0.0,0.14,0.657,111.749,4.0,4.0,198373.0,1,0,30.0,30.0
Luka,Suzanne Vega,3,folk_acoustic,1987,6,46.0,0.639,0.674,-10.622,0.0329,0.1719999999999999,0.000177,0.111,0.8,124.943,6.0,4.0,231933.0,0,0,101.0,101.0
Solitude Standing,Suzanne Vega,94,folk_acoustic,1987,9,24.0,0.533,0.623,-13.068,0.0287,0.1479999999999999,0.164,0.0705,0.952,73.16899999999998,11.0,4.0,289426.0,1,1,3.0,3.0
All Shook Up,Suzi Quatro,85,pop,1974,9,31.0,0.621,0.72,-7.146,0.0534,0.152,0.0172,0.123,0.8589999999999999,146.669,9.0,4.0,230733.0,0,0,101.0,101.0
Can The Can,Suzi Quatro,56,pop,1976,2,48.0,0.646,0.8309999999999998,-6.011,0.16,0.017,0.91,0.4219999999999999,0.5929999999999999,133.431,10.0,4.0,214400.0,1,0,85.0,85.0
If You Can't Give Me Love,Suzi Quatro,45,pop,1979,5,55.0,0.667,0.66,-8.819,0.0348,0.117,0.000854,0.0707,0.905,133.867,9.0,4.0,232994.0,2,0,56.0,70.5
I've Never Been In Love,Suzi Quatro,44,pop,1979,9,23.0,0.401,0.995,-6.166,0.0583,0.00324,0.261,0.334,0.655,173.754,7.0,4.0,181880.0,3,0,45.0,62.0
She's In Love With You,Suzi Quatro,41,pop,1979,11,45.0,0.657,0.8569999999999999,-7.02,0.0456,0.0716,1.5e-05,0.0773999999999999,0.624,125.858,11.0,4.0,212986.0,4,0,44.0,57.5
Lipstick,Suzi Quatro,51,pop,1981,1,23.0,0.686,0.7,-8.195999999999998,0.0385,0.0607,1.7e-05,0.0512,0.967,132.302,9.0,4.0,250760.0,5,0,41.0,54.2
Stumblin' In,Suzi Quatro & Chris Norman,4,pop,1979,1,62.0,0.761,0.7229999999999999,-10.549,0.0313,0.126,0.000292,0.3449999999999999,0.923,129.269,7.0,4.0,239529.0,0,0,101.0,101.0
Won't Be Late,Swae Lee Featuring Drake,75,hiphop,2019,8,76.0,0.915,0.5879999999999999,-6.302,0.0677,0.0824,0.000169,0.104,0.329,123.936,7.0,4.0,218709.0,0,0,101.0,101.0
Hallelujah,Sweathog,33,other,1971,11,18.0,0.515,0.918,-7.595,0.0394,0.000347,0.2059999999999999,0.229,0.665,128.814,2.0,4.0,175013.0,0,0,101.0,101.0
Don't You Worry Child,Swedish House Mafia Featuring John Martin,6,other,2012,10,78.0,0.6119999999999999,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,11.0,4.0,212862.0,0,0,101.0,101.0
Roxy Roller,Sweeney Todd,90,other,1976,8,30.0,0.445,0.694,-5.521,0.0345,0.0146,0.0,0.121,0.521,116.203,9.0,4.0,168680.0,0,0,101.0,101.0
Roxy Roller,Sweeney Todd Featuring Bryan Guy Adams,99,other,1976,9,30.0,0.445,0.694,-5.521,0.0345,0.0146,0.0,0.121,0.521,116.203,9.0,4.0,168680.0,0,0,101.0,101.0
Ballroom Blitz,Sweet,5,other,1975,6,61.0,0.644,0.799,-10.856,0.0598,0.0821,0.00154,0.055,0.889,108.382,4.0,4.0,246573.0,0,0,101.0,101.0
Fox On The Run,Sweet,5,other,1975,11,57.0,0.523,0.762,-8.669,0.0346,0.0308,0.0,0.0675,0.881,128.064,4.0,4.0,205733.0,1,1,5.0,5.0
Action,Sweet,20,other,1976,2,25.0,0.325,0.8519999999999999,-6.644,0.0504,0.0474,0.00245,0.0781,0.636,174.799,2.0,4.0,200360.0,2,2,5.0,5.0
Funk It Up (David's Song),Sweet,88,other,1977,8,11.0,0.7119999999999999,0.5779999999999998,-11.103,0.0487,0.00897,0.032,0.113,0.774,115.025,9.0,4.0,324093.0,3,2,5.0,10.0
Love Is Like Oxygen,Sweet,8,other,1978,2,40.0,0.567,0.455,-9.896,0.0479,0.2419999999999999,3e-06,0.1179999999999999,0.5799999999999998,123.416,9.0,4.0,227533.0,4,2,5.0,29.5
California Nights,Sweet,76,other,1978,8,16.0,0.6019999999999999,0.4749999999999999,-10.857,0.0372,0.186,3e-06,0.0677,0.7109999999999999,97.893,9.0,4.0,224600.0,5,3,5.0,25.2
Honey Honey,Sweet Dreams,68,other,1974,8,6.0,0.502,0.667,-12.436,0.0396,0.0335,2e-06,0.127,0.8679999999999999,140.793,10.0,4.0,203965.0,0,0,101.0,101.0
Hooked On You,Sweet Sensation,23,other,1987,1,43.0,0.779,0.797,-7.081,0.0581,0.00975,0.0249,0.171,0.96,115.244,1.0,4.0,310960.0,0,0,101.0,101.0
Take It While It's Hot,Sweet Sensation,57,other,1988,4,33.0,0.662,0.871,-12.68,0.0429,0.000205,0.882,0.094,0.71,117.492,11.0,4.0,299906.0,1,0,23.0,23.0
Never Let You Go,Sweet Sensation,58,other,1988,9,31.0,0.7239999999999999,0.79,-11.389,0.0699,0.000378,0.4819999999999999,0.0545,0.962,115.421,1.0,4.0,368333.0,2,0,23.0,40.0
Love Child,Sweet Sensation,13,other,1990,3,26.0,0.6109999999999999,0.8489999999999999,-9.124,0.0511,0.00142,0.1789999999999999,0.1459999999999999,0.961,118.31,10.0,4.0,251600.0,3,0,23.0,46.0
If Wishes Came True,Sweet Sensation,1,other,1990,6,34.0,0.4929999999999999,0.453,-10.878,0.0248,0.0944,0.00467,0.1,0.188,143.725,3.0,4.0,315160.0,4,0,13.0,37.75
Each And Every Time,Sweet Sensation,59,other,1990,10,10.0,0.629,0.691,-8.93,0.0543,0.0223,0.000404,0.19,0.699,105.194,4.0,4.0,246826.0,5,1,1.0,30.4
Everything's Gonna Be Alright,Sweetbox,46,other,1998,10,45.0,0.643,0.5839999999999999,-9.073,0.0462,0.253,0.0,0.0889999999999999,0.5889999999999999,84.983,2.0,4.0,194133.0,0,0,101.0,101.0
Breakout,Swing Out Sister,6,other,1987,8,41.0,0.657,0.7249999999999999,-7.84,0.029,0.136,0.0102,0.0465,0.752,113.172,9.0,4.0,228000.0,0,0,101.0,101.0
Twilight World,Swing Out Sister,31,other,1987,12,24.0,0.7339999999999999,0.764,-8.458999999999998,0.0266,0.308,0.0159,0.3459999999999999,0.93,113.161,8.0,4.0,244893.0,1,1,6.0,6.0
Waiting Game,Swing Out Sister,86,other,1989,6,40.0,0.692,0.694,-11.705,0.0395,0.219,0.00028,0.0302,0.878,115.236,6.0,4.0,255560.0,2,1,6.0,18.5
Am I The Same Girl,Swing Out Sister,45,other,1992,9,35.0,0.5769999999999998,0.953,-6.416,0.0447,0.0255,0.00095,0.0994,0.677,92.176,10.0,4.0,248000.0,3,1,6.0,41.0
Double Shot (Of My Baby's Love),Swingin' Medallions,17,other,1966,4,24.0,0.66,0.774,-8.016,0.0317,0.0505,0.0297,0.2909999999999999,0.967,131.173,5.0,4.0,138947.0,0,0,101.0,101.0
Hey Now Now,Swirl 360,47,other,1998,7,25.0,0.5,0.942,-5.766,0.0407,0.000179,0.0,0.336,0.535,122.866,8.0,4.0,277733.0,0,0,101.0,101.0
There'll Never Be,Switch,36,other,1978,10,41.0,0.61,0.684,-10.197,0.0682,0.392,0.00477,0.109,0.75,78.028,4.0,4.0,324440.0,0,0,101.0,101.0
Best Beat In Town,Switch,69,other,1979,7,20.0,0.82,0.649,-8.297,0.105,0.0494,0.0444,0.0541,0.8329999999999999,123.724,0.0,4.0,289866.0,1,0,36.0,36.0
I Call Your Name,Switch,83,other,1979,11,47.0,0.528,0.639,-8.202,0.0884,0.677,0.00125,0.271,0.83,79.888,11.0,4.0,455200.0,2,0,36.0,52.5
Meant To Live,Switchfoot,18,other,2004,4,57.0,0.397,0.903,-4.577,0.0457,0.00575,2e-06,0.3619999999999999,0.556,151.551,2.0,4.0,201373.0,0,0,101.0,101.0
Dare You To Move,Switchfoot,17,other,2004,10,58.0,0.4259999999999999,0.881,-4.526,0.0404,0.00573,0.0693,0.389,0.259,139.986,4.0,4.0,247893.0,1,0,18.0,18.0
Stars,Switchfoot,68,other,2005,10,44.0,0.527,0.976,-3.985,0.0645,0.000785,5e-06,0.1409999999999999,0.269,131.792,2.0,4.0,260866.0,2,0,17.0,17.5
It's Me Snitches,Swizz Beatz,83,hiphop,2007,4,24.0,0.785,0.95,-5.136,0.267,0.132,0.000229,0.3619999999999999,0.1449999999999999,92.033,9.0,4.0,154226.0,0,0,101.0,101.0
Money In The Bank,Swizz Beatz,84,hiphop,2007,9,52.0,0.8369999999999999,0.697,-5.955,0.2989999999999999,0.0108,0.0,0.377,0.631,97.927,0.0,4.0,191920.0,1,0,83.0,83.0
Don't Make Me Over,Sybil,20,electronic,1989,9,44.0,0.6069999999999999,0.786,-7.081,0.0596,0.00552,0.000169,0.0673,0.905,96.569,0.0,4.0,243426.0,0,0,101.0,101.0
Walk On By,Sybil,74,electronic,1990,1,35.0,0.682,0.7219999999999999,-7.599,0.0496,0.013,0.000816,0.0338,0.904,95.753,9.0,4.0,247266.0,1,0,20.0,20.0
I'd Rather Go Blind,Sydney Youngblood,46,other,1990,8,3.0,0.7339999999999999,0.628,-7.995,0.231,0.4309999999999999,0.00657,0.101,0.3659999999999999,123.941,6.0,4.0,204026.0,0,0,101.0,101.0
Come On Sock It To Me,Syl Johnson,97,rnb_soul,1967,8,16.0,0.73,0.682,-5.627,0.0502,0.386,7e-06,0.214,0.762,117.164,2.0,4.0,147560.0,0,0,101.0,101.0
Different Strokes,Syl Johnson,95,rnb_soul,1967,10,34.0,0.8349999999999999,0.7429999999999999,-9.621,0.0921,0.1,0.0112,0.194,0.783,108.067,2.0,4.0,139666.0,1,0,97.0,97.0
Is It Because I'm Black,Syl Johnson,68,rnb_soul,1969,12,47.0,0.755,0.528,-8.945999999999998,0.072,0.33,0.0,0.1419999999999999,0.883,135.104,8.0,4.0,454853.0,2,0,95.0,96.0
We Did It,Syl Johnson,95,rnb_soul,1973,2,19.0,0.8309999999999998,0.663,-6.921,0.0531,0.669,0.385,0.307,0.969,120.7,3.0,4.0,153973.0,3,0,68.0,86.66666666666667
Back For A Taste Of Your Love,Syl Johnson,72,rnb_soul,1973,10,26.0,0.808,0.6179999999999999,-6.796,0.0483,0.279,0.634,0.16,0.928,125.212,8.0,4.0,153546.0,4,0,68.0,88.75
Take Me To The River,Syl Johnson,48,rnb_soul,1975,6,22.0,0.922,0.7369999999999999,-8.367,0.041,0.0368,0.7159999999999999,0.0929,0.905,114.261,9.0,4.0,185906.0,5,0,68.0,85.4
Dance (Disco Heat),Sylvester,19,electronic,1978,8,37.0,0.689,0.8359999999999999,-9.592,0.0282,0.0652,0.382,0.261,0.929,132.952,8.0,4.0,498973.0,0,0,101.0,101.0
You Make Me Feel (Mighty Real),Sylvester,36,electronic,1979,1,60.0,0.646,0.808,-12.942,0.032,0.0478,0.328,0.048,0.963,131.573,10.0,4.0,395573.0,1,0,19.0,19.0
I (Who Have Nothing),Sylvester,40,electronic,1979,4,19.0,0.629,0.528,-16.335,0.043,0.00157,0.6029999999999999,0.0874999999999999,0.824,129.078,0.0,4.0,674813.0,2,0,19.0,27.5
Little Girl,Syndicate Of Sound,8,electronic,1966,6,34.0,0.5869999999999999,0.6079999999999999,-10.425,0.0291,0.0492,0.000338,0.217,0.7259999999999999,90.528,2.0,4.0,147826.0,0,0,101.0,101.0
Rumors,Syndicate Of Sound,55,electronic,1966,8,6.0,0.636,0.533,-9.715000000000002,0.0342,0.3059999999999999,0.0,0.13,0.764,125.074,0.0,4.0,126866.0,1,1,8.0,8.0
Chop Suey,System Of A Down,76,metal,2002,1,82.0,0.4189999999999999,0.934,-3.908,0.12,0.000278,0.0015,0.132,0.2859999999999999,127.288,7.0,4.0,210240.0,0,0,101.0,101.0
Toxicity,System Of A Down,70,metal,2002,5,79.0,0.4129999999999999,0.873,-4.151,0.0535,0.000264,0.0025,0.2039999999999999,0.4809999999999999,116.681,8.0,3.0,218933.0,1,0,76.0,76.0
Aerials,System Of A Down,55,metal,2002,8,75.0,0.3639999999999999,0.922,-4.217,0.0566,0.000918,0.035,0.0696,0.227,79.342,0.0,4.0,235053.0,2,0,70.0,73.0
Hypnotize,System Of A Down,57,metal,2005,11,69.0,0.274,0.92,-4.096,0.0489,0.0303,0.000412,0.115,0.0397,153.986,6.0,4.0,189440.0,3,0,55.0,67.0
Heart And Soul,T'Pau,4,rock,1987,5,49.0,0.457,0.667,-8.723,0.0361,0.405,0.0,0.092,0.6,179.853,5.0,4.0,256373.0,0,0,101.0,101.0
Do What You Wanna Do,T-Connection,46,pop,1977,3,14.0,0.7039999999999998,0.7419999999999999,-10.351,0.0447,0.028,0.2389999999999999,0.091,0.8349999999999999,119.721,10.0,4.0,200191.0,0,0,101.0,101.0
At Midnight,T-Connection,56,pop,1979,3,23.0,0.822,0.8649999999999999,-8.387,0.0834,0.0273,0.4089999999999999,0.0313,0.904,117.151,0.0,4.0,584149.0,1,0,46.0,46.0
I'm Sprung,T-Pain,8,pop,2005,8,68.0,0.7219999999999999,0.329,-11.617,0.108,0.0879999999999999,0.0,0.081,0.166,99.991,0.0,4.0,230713.0,0,0,101.0,101.0
Take Your Shirt Off,T-Pain,80,pop,2009,11,51.0,0.775,0.8649999999999999,-1.677,0.275,0.0113,0.0,0.2869999999999999,0.4239999999999999,189.949,2.0,4.0,228893.0,1,1,8.0,8.0
Reverse Cowgirl,T-Pain,75,pop,2010,4,38.0,0.4819999999999999,0.67,-6.373,0.0409,0.00829,0.0,0.1809999999999999,0.3669999999999999,129.869,1.0,4.0,229400.0,2,1,8.0,44.0
Bartender,T-Pain Featuring Akon,5,pop,2007,6,71.0,0.675,0.394,-8.538999999999998,0.133,0.0611,0.0,0.214,0.405,104.987,8.0,4.0,238800.0,0,0,101.0,101.0
Up Down (Do This All Day),T-Pain Featuring B.o.B,62,pop,2013,12,67.0,0.763,0.53,-5.554,0.0577,0.272,0.0,0.16,0.4689999999999999,97.033,5.0,4.0,231893.0,0,0,101.0,101.0
Freeze,T-Pain Featuring Chris Brown,38,pop,2008,11,48.0,0.7169999999999999,0.659,-5.706,0.0726,0.018,0.0,0.0943,0.536,119.991,0.0,4.0,218746.0,0,0,101.0,101.0
Best Love Song,T-Pain Featuring Chris Brown,33,pop,2011,4,64.0,0.5829999999999999,0.7119999999999999,-6.618,0.054,0.0452,0.0,0.1739999999999999,0.69,159.901,7.0,4.0,195986.0,1,0,38.0,38.0
Booty Wurk (One Cheek At A Time),T-Pain Featuring Joey Galaxy,44,pop,2011,7,57.0,0.786,0.689,-6.113,0.315,0.00931,1e-06,0.214,0.874,157.935,1.0,4.0,235306.0,0,0,101.0,101.0
Can't Believe It,T-Pain Featuring Lil Wayne,7,pop,2008,8,57.0,0.648,0.516,-8.869,0.049,0.00179,0.0,0.0772,0.0756,89.828,10.0,4.0,273826.0,0,0,101.0,101.0
Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,48,pop,2011,12,48.0,0.436,0.61,-5.685,0.134,0.00171,0.0,0.217,0.0972,141.951,9.0,4.0,219773.0,1,1,7.0,7.0
Chopped 'N' Skrewed,T-Pain Featuring Ludacris,27,pop,2008,11,48.0,0.558,0.6039999999999999,-7.892,0.0529,0.0181,0.0,0.503,0.323,120.159,7.0,4.0,261226.0,0,0,101.0,101.0
I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,5,pop,2005,12,69.0,0.7309999999999999,0.3679999999999999,-10.38,0.0688,0.00544,0.0,0.193,0.512,145.171,8.0,4.0,265333.0,0,0,101.0,101.0
Rap Song,T-Pain Featuring Rick Ross,89,pop,2010,11,36.0,0.4189999999999999,0.669,-7.738,0.2899999999999999,0.0117,0.0,0.166,0.4769999999999999,85.661,7.0,4.0,237800.0,0,0,101.0,101.0
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,10,pop,2011,10,61.0,0.4,0.882,-1.958,0.334,0.168,0.0,0.124,0.385,167.114,7.0,4.0,281533.0,0,0,101.0,101.0
Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,1,pop,2007,3,77.0,0.451,0.55,-8.137,0.262,0.0108,0.0,0.0737,0.5939999999999999,80.001,1.0,4.0,227960.0,0,0,101.0,101.0
Nasty Freestyle,T-Wayne,9,hiphop,2015,5,66.0,0.779,0.4719999999999999,-7.116,0.218,0.0577,0.0,0.114,0.4119999999999999,135.051,11.0,4.0,142212.0,0,0,101.0,101.0
Hot Love,T. Rex,72,rock,1971,5,41.0,0.553,0.533,-9.562,0.047,0.117,0.3459999999999999,0.0944,0.514,131.076,11.0,4.0,298093.0,0,0,101.0,101.0
Bang A Gong (Get It On),T. Rex,10,rock,1972,1,63.0,0.7289999999999999,0.818,-9.992,0.0732,0.157,0.2849999999999999,0.195,0.907,125.811,2.0,4.0,267000.0,1,0,72.0,72.0
Telegram Sam,T. Rex,67,rock,1972,4,34.0,0.554,0.891,-6.019,0.107,0.0502,0.0,0.105,0.4709999999999999,122.907,4.0,4.0,225773.0,2,1,10.0,41.0
Devil In The Bottle,T.G. Sheppard,54,pop,1975,1,29.0,0.43,0.41,-10.349,0.0305,0.646,1.6e-05,0.0975,0.3669999999999999,134.788,7.0,4.0,167546.0,0,0,101.0,101.0
Tryin' To Beat The Morning Home,T.G. Sheppard,95,pop,1975,5,25.0,0.4729999999999999,0.4129999999999999,-9.67,0.0238,0.518,7.7e-05,0.314,0.342,74.91899999999998,5.0,4.0,161786.0,1,0,54.0,54.0
I Loved 'em Every One,T.G. Sheppard,37,pop,1981,3,49.0,0.66,0.688,-12.563,0.0304,0.216,0.0016,0.0685,0.7179999999999999,87.126,4.0,4.0,220426.0,2,0,54.0,74.5
Only One You,T.G. Sheppard,68,pop,1982,1,43.0,0.813,0.62,-12.454,0.0274,0.49,0.186,0.0636,0.97,95.274,4.0,4.0,202226.0,3,0,37.0,62.0
Finally,T.G. Sheppard,58,pop,1982,4,37.0,0.525,0.452,-12.955,0.0367,0.539,1.7e-05,0.201,0.3489999999999999,117.939,8.0,4.0,228866.0,4,0,37.0,63.5
24's,T.I.,78,hiphop,2003,8,56.0,0.7389999999999999,0.7249999999999999,-4.301,0.203,0.227,0.0,0.0991,0.5819999999999999,162.06,6.0,4.0,282906.0,0,0,101.0,101.0
Rubber Band Man,T.I.,30,hiphop,2004,1,54.0,0.6009999999999999,0.768,-5.712,0.386,0.1409999999999999,0.0,0.4819999999999999,0.634,152.45,8.0,4.0,347506.0,1,0,78.0,78.0
Let's Get Away,T.I.,35,hiphop,2004,7,43.0,0.567,0.8259999999999998,-4.678,0.443,0.342,0.0,0.135,0.7259999999999999,84.81399999999998,10.0,4.0,278720.0,2,0,30.0,54.0
