Song,Performer,Peak Position,grouped_genre,release_year,release_month,spotify_track_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,time_signature,spotify_track_duration_ms,prior_song_count,prior_top10_count,prior_best_peak,prior_avg_peak
Don't Trust Me,3OH!3,7,pop,2008,11,38.0,0.757,0.629,-5.582,0.125,0.018,0.0,0.339,0.7109999999999999,129.946,7.0,4.0,194613.0,0,0,101.0,101.0
Touchin On My,3OH!3,49,pop,2010,6,53.0,0.538,0.876,-3.559,0.139,0.03,0.0,0.251,0.527,83.949,1.0,4.0,183106.0,1,1,7.0,7.0
Deja Vu,3OH!3,75,pop,2010,6,43.0,0.654,0.817,-4.908,0.266,0.0816,0.0,0.41,0.794,127.991,11.0,4.0,184666.0,2,1,7.0,28.0
Double Vision,3OH!3,87,pop,2010,7,52.0,0.5809999999999998,0.888,-3.198,0.0587,0.0018,0.0,0.4129999999999999,0.629,120.041,0.0,4.0,190706.0,3,1,7.0,43.666666666666664
I Can Do Anything,3OH!3,100,pop,2010,7,36.0,0.54,0.906,-4.652,0.2359999999999999,0.00247,0.0,0.3679999999999999,0.438,169.94,5.0,4.0,190880.0,4,1,7.0,54.5
Set You Free,3OH!3,84,pop,2012,1,41.0,0.6119999999999999,0.807,-4.14,0.106,0.0961,0.0,0.2979999999999999,0.6169999999999999,79.99899999999998,8.0,4.0,204188.0,5,1,7.0,63.6
Starstrukk,3OH!3 Featuring Katy Perry,66,pop,2009,9,62.0,0.6069999999999999,0.805,-5.579,0.0608,0.00175,0.0,0.231,0.232,139.894,11.0,4.0,202666.0,0,0,101.0,101.0
My First Kiss,3OH!3 Featuring Ke$ha,9,pop,2010,5,62.0,0.682,0.889,-4.166,0.0804,0.00564,0.0,0.36,0.8269999999999998,138.021,0.0,4.0,192440.0,0,0,101.0,101.0
Follow Me Down,3OH!3 Featuring Neon Hitch,89,pop,2010,3,38.0,0.779,0.671,-8.524,0.0402,0.00232,0.000291,0.104,0.7139999999999999,113.036,0.0,4.0,203800.0,0,0,101.0,101.0
Anything,3T,15,other,1995,10,48.0,0.686,0.454,-10.928,0.0328,0.43,0.00021,0.2859999999999999,0.645,131.977,10.0,4.0,321000.0,0,0,101.0,101.0
Pop Goes The Weasel,3rd Bass,29,hiphop,1991,7,37.0,0.8309999999999998,0.6079999999999999,-13.263,0.2879999999999999,0.016,0.0,0.22,0.264,100.088,8.0,4.0,235626.0,0,0,101.0,101.0
What's Up,4 Non Blondes,14,pop,1993,4,79.0,0.561,0.555,-9.734,0.0287,0.16,0.0,0.114,0.497,134.369,11.0,4.0,295533.0,0,0,101.0,101.0
Stand By Me,4 The Cause,82,other,1998,8,46.0,0.777,0.768,-9.845,0.0309,0.00324,0.000379,0.326,0.941,94.958,6.0,4.0,223207.0,0,0,101.0,101.0
Have A Little Mercy,4.0,46,hiphop,1997,8,9.0,0.628,0.5749999999999998,-8.511,0.0311,0.35,0.0,0.0891,0.269,102.021,0.0,4.0,282826.0,0,0,101.0,101.0
Shadows,5 Satins,87,pop,1959,11,36.0,0.515,0.312,-10.504,0.0262,0.817,0.000669,0.164,0.6179999999999999,98.372,7.0,3.0,157293.0,0,0,101.0,101.0
She Looks So Perfect,5 Seconds Of Summer,24,other,2014,4,70.0,0.4929999999999999,0.956,-4.221,0.138,0.000668,0.0,0.4159999999999999,0.47,160.006,1.0,4.0,202496.0,0,0,101.0,101.0
Don't Stop,5 Seconds Of Summer,47,other,2014,5,57.0,0.566,0.957,-3.46,0.062,0.00284,9.9e-05,0.0413,0.887,149.967,8.0,4.0,169935.0,1,0,24.0,24.0
Good Girls,5 Seconds Of Summer,34,other,2014,6,57.0,0.531,0.915,-5.215,0.0828,0.0131,0.0,0.1189999999999999,0.557,141.06,4.0,4.0,206423.0,2,0,24.0,35.5
Kiss Me Kiss Me,5 Seconds Of Summer,28,other,2014,7,51.0,0.4749999999999999,0.942,-4.775,0.0966,0.000252,0.0,0.101,0.397,150.049,0.0,4.0,204620.0,3,0,24.0,35.0
Amnesia,5 Seconds Of Summer,16,other,2014,7,70.0,0.572,0.499,-5.237,0.0311,0.0283,0.0,0.2129999999999999,0.108,101.593,2.0,4.0,237247.0,4,0,24.0,33.25
Everything I Didn't Say,5 Seconds Of Summer,24,other,2014,8,48.0,0.378,0.914,-4.656,0.0955,0.0173,0.0,0.281,0.383,174.94,9.0,4.0,180421.0,5,0,16.0,29.8
She's Kinda Hot,5 Seconds Of Summer,22,other,2015,8,67.0,0.664,0.908,-4.806,0.0317,0.00182,0.0,0.109,0.889,118.031,4.0,4.0,216454.0,6,0,16.0,28.833333333333332
Fly Away,5 Seconds Of Summer,100,other,2015,9,49.0,0.432,0.887,-3.103,0.0533,0.000762,0.0,0.129,0.513,92.531,2.0,4.0,212601.0,7,0,16.0,27.857142857142858
Jet Black Heart,5 Seconds Of Summer,95,other,2015,9,62.0,0.507,0.85,-4.274,0.033,0.000163,0.0,0.0811999999999999,0.545,153.957,11.0,4.0,221715.0,8,0,16.0,36.875
Girls Talk Boys,5 Seconds Of Summer,68,other,2016,8,50.0,0.8279999999999998,0.777,-3.356,0.0513,0.0901,0.0,0.0973,0.8669999999999999,120.04,7.0,4.0,216093.0,9,0,16.0,43.333333333333336
Want You Back,5 Seconds Of Summer,61,other,2018,3,71.0,0.6179999999999999,0.8669999999999999,-4.915,0.0439,0.00699,1e-06,0.202,0.5789999999999998,98.03,0.0,4.0,173081.0,10,0,16.0,45.8
Youngblood,5 Seconds Of Summer,7,other,2018,6,85.0,0.5959999999999999,0.8539999999999999,-5.114,0.463,0.0169,0.0,0.124,0.152,120.274,7.0,4.0,203417.0,11,0,16.0,47.18181818181818
Easier,5 Seconds Of Summer,48,other,2019,6,81.0,0.505,0.4279999999999999,-5.604,0.221,0.4889999999999999,0.0,0.0977,0.6179999999999999,175.813,5.0,4.0,157492.0,12,1,7.0,43.833333333333336
Easier,5 Seconds Of Summer,48,other,2019,6,83.0,0.505,0.4279999999999999,-5.604,0.221,0.4889999999999999,0.0,0.0977,0.6179999999999999,175.813,5.0,4.0,157492.0,13,1,7.0,44.15384615384615
Something's Missing,5 Stairsteps and Cubie,88,other,1967,12,10.0,0.451,0.666,-6.735,0.0372,0.547,0.0,0.574,0.4089999999999999,100.712,4.0,4.0,169000.0,0,0,101.0,101.0
Wanksta,50 Cent,13,hiphop,2002,11,53.0,0.81,0.8679999999999999,-3.521,0.156,0.0224,0.0,0.1449999999999999,0.884,81.018,1.0,4.0,219400.0,0,0,101.0,101.0
In Da Club,50 Cent,1,hiphop,2003,1,72.0,0.8649999999999999,0.73,-2.813,0.373,0.2829999999999999,0.0,0.0753,0.808,90.096,6.0,4.0,193466.0,1,0,13.0,13.0
P.I.M.P.,50 Cent,3,hiphop,2003,5,17.0,0.75,0.7369999999999999,-7.252,0.252,0.1469999999999999,0.0,0.155,0.805,94.89,9.0,4.0,74960.0,2,1,1.0,7.0
If I Can't,50 Cent,76,hiphop,2003,10,59.0,0.877,0.64,-2.453,0.31,0.253,0.0,0.0244,0.887,93.961,11.0,4.0,196640.0,3,2,1.0,5.666666666666667
Disco Inferno,50 Cent,3,hiphop,2004,12,69.0,0.925,0.659,-4.763,0.231,0.2059999999999999,7.9e-05,0.279,0.71,97.018,3.0,4.0,214226.0,4,2,1.0,23.25
Just A Lil Bit,50 Cent,3,hiphop,2005,3,75.0,0.4889999999999999,0.692,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,1.0,4.0,237706.0,5,3,1.0,19.2
Piggy Bank,50 Cent,88,hiphop,2005,3,52.0,0.48,0.8449999999999999,-4.127,0.3029999999999999,0.012,0.0,0.331,0.872,79.37399999999998,10.0,4.0,255173.0,6,4,1.0,16.5
Outta Control,50 Cent,92,hiphop,2005,9,53.0,0.77,0.5869999999999999,-5.99,0.265,0.0268,0.0,0.0621,0.574,92.009,8.0,4.0,247973.0,7,4,1.0,26.714285714285715
Hustler's Ambition,50 Cent,65,hiphop,2005,11,58.0,0.627,0.675,-8.298999999999998,0.2839999999999999,0.265,0.0,0.309,0.662,87.93,7.0,4.0,237346.0,8,4,1.0,34.875
Window Shopper,50 Cent,20,hiphop,2005,11,57.0,0.539,0.672,-4.972,0.195,0.0626,0.0,0.388,0.384,174.148,5.0,4.0,191813.0,9,4,1.0,38.22222222222222
Straight To The Bank,50 Cent,32,hiphop,2007,5,50.0,0.638,0.8489999999999999,-3.762,0.4259999999999999,0.138,0.0,0.0491,0.502,179.431,7.0,4.0,190653.0,10,4,1.0,36.4
I Get Money,50 Cent,20,hiphop,2007,9,54.0,0.528,0.932,-4.545,0.3459999999999999,0.163,0.000273,0.3459999999999999,0.437,124.144,9.0,5.0,223720.0,11,4,1.0,36.0
Get Up,50 Cent,44,hiphop,2008,11,57.0,0.7029999999999998,0.891,-2.614,0.18,0.042,0.0,0.3009999999999999,0.444,92.483,7.0,4.0,195680.0,12,4,1.0,34.666666666666664
I Get It In,50 Cent,53,hiphop,2009,2,52.0,0.688,0.772,-8.165,0.223,0.0831999999999999,1.2e-05,0.3039999999999999,0.572,94.947,1.0,4.0,200106.0,13,4,1.0,35.38461538461539
The Invitation,50 Cent,97,hiphop,2009,12,34.0,0.4089999999999999,0.951,-2.505,0.467,0.0348,0.0,0.0709,0.4219999999999999,83.85299999999998,6.0,4.0,174466.0,14,4,1.0,36.642857142857146
Outlaw,50 Cent,87,hiphop,2011,8,42.0,0.7349999999999999,0.6109999999999999,-7.299,0.379,0.0796999999999999,0.0,0.2129999999999999,0.128,73.82899999999998,2.0,3.0,195906.0,15,4,1.0,40.666666666666664
Best Friend,50 Cent & Olivia,35,hiphop,2006,3,67.0,0.553,0.637,-3.912,0.3669999999999999,0.404,0.0,0.0911,0.667,181.704,10.0,4.0,251546.0,0,0,101.0,101.0
Still Will,50 Cent Featuring Akon,95,hiphop,2007,12,24.0,0.439,0.73,-5.938,0.406,0.0551,0.000697,0.512,0.682,87.932,2.0,4.0,223813.0,0,0,101.0,101.0
New Day,50 Cent Featuring Dr. Dre & Alicia Keys,79,hiphop,2012,8,51.0,0.466,0.8279999999999998,-4.289,0.24,0.0642,0.0,0.04,0.74,194.186,2.0,4.0,264840.0,0,0,101.0,101.0
My Life,50 Cent Featuring Eminem & Adam Levine,27,hiphop,2012,12,56.0,0.646,0.932,-4.178,0.276,0.045,3e-06,0.276,0.518,176.111,1.0,4.0,239906.0,0,0,101.0,101.0
Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,5,hiphop,2007,8,55.0,0.442,0.774,-5.538,0.198,0.0943,0.0,0.0329,0.377,139.775,8.0,4.0,247946.0,0,0,101.0,101.0
Outta Control (Remix),50 Cent Featuring Mobb Deep,6,hiphop,2005,7,53.0,0.77,0.5869999999999999,-5.99,0.265,0.0268,0.0,0.0621,0.574,92.009,8.0,4.0,247973.0,0,0,101.0,101.0
21 Questions,50 Cent Featuring Nate Dogg,1,hiphop,2003,3,70.0,0.547,0.807,-4.083,0.36,0.388,9.1e-05,0.0436,0.919,79.82299999999998,6.0,3.0,224426.0,0,0,101.0,101.0
Baby By Me,50 Cent Featuring Ne-Yo,28,hiphop,2009,11,59.0,0.637,0.8269999999999998,-4.721,0.0772999999999999,0.00462,0.0116,0.0276,0.3449999999999999,190.097,0.0,4.0,213360.0,0,0,101.0,101.0
Candy Shop,50 Cent Featuring Olivia,1,hiphop,2005,2,79.0,0.6139999999999999,0.574,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,11.0,5.0,209106.0,0,0,101.0,101.0
I'm On Fire,5000 Volts,26,pop,1975,10,16.0,0.5949999999999999,0.895,-6.318,0.0445,0.0436,5e-06,0.457,0.929,138.745,0.0,4.0,163459.0,0,0,101.0,101.0
Wobble Wobble,504 Boyz,17,hiphop,2000,4,43.0,0.8529999999999999,0.7089999999999999,-5.607,0.2829999999999999,0.00276,0.0,0.3529999999999999,0.315,170.044,7.0,4.0,215506.0,0,0,101.0,101.0
Tootsee Roll,69 Boyz,8,other,1994,7,53.0,0.8689999999999999,0.7249999999999999,-12.507,0.256,0.0453,0.0,0.203,0.699,132.989,9.0,4.0,261360.0,0,0,101.0,101.0
Kitty Kitty,69 Boyz,51,other,1994,12,35.0,0.777,0.901,-10.789,0.168,0.00106,0.0,0.4279999999999999,0.5769999999999998,133.011,11.0,4.0,248133.0,1,1,8.0,8.0
Woof Woof,69 Boyz,31,other,1998,7,15.0,0.886,0.807,-8.19,0.1179999999999999,0.155,1e-05,0.0681,0.6169999999999999,135.009,11.0,4.0,271933.0,2,1,8.0,29.5
Prblms,6LACK,72,rnb_soul,2017,4,75.0,0.4169999999999999,0.5799999999999998,-4.574,0.2069999999999999,0.0307,1e-06,0.1789999999999999,0.139,68.58,9.0,5.0,246773.0,0,0,101.0,101.0
Pretty Little Fears,6LACK Featuring J. Cole,76,rnb_soul,2018,9,79.0,0.6109999999999999,0.466,-11.361,0.372,0.7109999999999999,0.000264,0.0847,0.223,192.08,9.0,4.0,240341.0,0,0,101.0,101.0
Gummo,6ix9ine,12,hiphop,2017,12,71.0,0.66,0.775,-4.926,0.1719999999999999,0.0553,0.0,0.129,0.635,157.036,2.0,4.0,157643.0,0,0,101.0,101.0
Kooda,6ix9ine,50,hiphop,2017,12,68.0,0.885,0.641,-4.455,0.3509999999999999,0.1749999999999999,0.0,0.234,0.201,91.167,1.0,4.0,142582.0,1,0,12.0,12.0
Billy,6ix9ine,50,hiphop,2018,3,75.0,0.764,0.7109999999999999,-3.818,0.2879999999999999,0.1749999999999999,0.0,0.105,0.774,90.076,4.0,4.0,112666.0,2,0,12.0,31.0
Gotti,6ix9ine,99,hiphop,2018,4,72.0,0.7279999999999999,0.5839999999999999,-7.255,0.1759999999999999,0.0524,0.0,0.0658,0.3649999999999999,161.9,10.0,4.0,166851.0,3,0,12.0,37.333333333333336
Gooba,6ix9ine,3,hiphop,2020,5,73.0,0.6109999999999999,0.688,-5.688,0.341,0.0264,0.0,0.251,0.393,178.462,1.0,4.0,132303.0,4,0,12.0,52.75
YaYa,6ix9ine,99,hiphop,2020,7,62.0,0.672,0.7329999999999999,-5.377,0.0566,0.00289,0.0,0.199,0.3539999999999999,105.043,11.0,4.0,149857.0,5,1,3.0,42.8
ZaZa,6ix9ine,90,hiphop,2021,3,67.0,0.764,0.7249999999999999,-4.192,0.3659999999999999,0.324,0.0,0.0816,0.698,175.985,8.0,4.0,115673.0,6,1,3.0,52.166666666666664
WAKA,6ix9ine Featuring A Boogie Wit da Hoodie,51,hiphop,2018,12,71.0,0.772,0.812,-3.995,0.153,0.0834,0.0,0.115,0.655,97.407,0.0,4.0,128769.0,0,0,101.0,101.0
BEBE,6ix9ine Featuring Anuel AA,30,hiphop,2018,9,79.0,0.635,0.902,-3.559,0.109,0.1719999999999999,0.0,0.125,0.2859999999999999,102.063,0.0,4.0,217822.0,0,0,101.0,101.0
STOOPID,6ix9ine Featuring Bobby Shmurda,25,hiphop,2018,10,70.0,0.7239999999999999,0.685,-4.068,0.321,0.114,0.0,0.1,0.8619999999999999,150.016,3.0,4.0,143250.0,0,0,101.0,101.0
TATI,6ix9ine Featuring DJ SPINKING,46,hiphop,2018,6,72.0,0.779,0.767,-5.462,0.258,0.00214,0.0,0.1019999999999999,0.523,91.981,11.0,4.0,154565.0,0,0,101.0,101.0
TIC TOC,6ix9ine Featuring Lil Baby,53,hiphop,2018,12,68.0,0.82,0.691,-6.646,0.0723,0.0115,0.0,0.3439999999999999,0.683,142.027,6.0,4.0,135739.0,0,0,101.0,101.0
MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,43,hiphop,2018,12,69.0,0.761,0.672,-5.887,0.2119999999999999,0.0893,1e-05,0.14,0.437,160.077,1.0,3.0,192405.0,0,0,101.0,101.0
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,3,hiphop,2018,8,80.0,0.931,0.387,-9.127,0.4119999999999999,0.0879999999999999,0.0,0.136,0.376,125.978,1.0,4.0,179404.0,0,0,101.0,101.0
KIKA,6ix9ine Featuring Tory Lanez,44,hiphop,2018,12,78.0,0.745,0.7149999999999999,-3.368,0.245,0.128,0.0,0.182,0.342,94.513,1.0,4.0,136031.0,0,0,101.0,101.0
RONDO,6ix9ine Featuring Tory Lanez & Young Thug,73,hiphop,2018,3,61.0,0.6049999999999999,0.789,-4.833,0.2879999999999999,0.053,0.0,0.7349999999999999,0.7309999999999999,189.866,9.0,4.0,138473.0,0,0,101.0,101.0
KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",43,hiphop,2018,1,67.0,0.5989999999999999,0.8569999999999999,-5.7,0.2989999999999999,0.0321,0.0,0.4,0.4689999999999999,187.985,7.0,4.0,151914.0,0,0,101.0,101.0
Steelo,702,32,other,1996,9,56.0,0.772,0.7359999999999999,-8.19,0.1449999999999999,0.113,0.00189,0.101,0.622,91.008,8.0,4.0,257959.0,0,0,101.0,101.0
Get It Together,702,10,other,1997,2,52.0,0.787,0.188,-11.456,0.0348,0.642,2e-06,0.0696,0.271,114.048,10.0,4.0,291400.0,1,0,32.0,32.0
Where My Girls At?,702,4,other,1999,5,60.0,0.7189999999999999,0.7359999999999999,-7.517,0.052,0.0373,0.0028,0.193,0.757,92.179,6.0,4.0,166693.0,2,1,10.0,21.0
I Could Be Good For You,707,52,other,1980,10,24.0,0.671,0.7069999999999999,-11.549,0.0336,0.0645,0.0163,0.057,0.5989999999999999,125.829,9.0,4.0,285533.0,0,0,101.0,101.0
Mega Force,707,62,other,1982,7,20.0,0.4189999999999999,0.875,-6.584,0.0732,0.0124,0.00115,0.2109999999999999,0.7259999999999999,140.783,9.0,4.0,241333.0,1,0,52.0,52.0
"Whoot, There It Is",95 South,11,other,1993,5,26.0,0.783,0.498,-14.387,0.0556,0.0157,0.245,0.456,0.519,132.952,7.0,4.0,276866.0,0,0,101.0,101.0
Rodeo,95 South,77,other,1995,2,28.0,0.884,0.823,-7.224999999999999,0.0483,0.012,0.0358,0.251,0.657,132.039,7.0,4.0,212733.0,1,0,11.0,11.0
96 Tears,? (Question Mark) & The Mysterians,1,rock,1966,9,54.0,0.65,0.562,-5.965,0.0345,0.0624,3.2e-05,0.076,0.882,123.674,7.0,4.0,176866.0,0,0,101.0,101.0
I Need Somebody,? (Question Mark) & The Mysterians,22,rock,1966,11,24.0,0.6159999999999999,0.881,-6.357,0.0372,0.1459999999999999,0.752,0.0643,0.952,134.048,5.0,4.0,133413.0,1,1,1.0,1.0
"Can't Get Enough Of You, Baby",? (Question Mark) & The Mysterians,56,rock,1967,3,15.0,0.5879999999999999,0.7089999999999999,-9.87,0.03,0.265,0.0,0.194,0.877,135.511,0.0,4.0,115200.0,2,1,1.0,11.5
Girl (You Captivate Me),? (Question Mark) & The Mysterians,98,rock,1967,6,15.0,0.4249999999999999,0.76,-10.094,0.0322,0.00167,0.0147,0.315,0.802,146.207,2.0,4.0,135826.0,3,1,1.0,26.333333333333332
No Promises,A Boogie Wit da Hoodie,74,hiphop,2017,10,62.0,0.759,0.646,-7.815,0.3039999999999999,0.0164,0.0,0.137,0.2419999999999999,145.005,5.0,4.0,197666.0,0,0,101.0,101.0
Say A',A Boogie Wit da Hoodie,75,hiphop,2017,10,67.0,0.8309999999999998,0.814,-5.18,0.4739999999999999,0.391,0.0,0.109,0.8459999999999999,161.041,5.0,4.0,214853.0,1,0,74.0,74.0
Look Back At It,A Boogie Wit da Hoodie,27,hiphop,2018,12,82.0,0.791,0.5869999999999999,-5.075,0.0413,0.4069999999999999,0.0,0.1479999999999999,0.536,96.057,3.0,4.0,179449.0,2,0,74.0,74.5
Look Back At It,A Boogie Wit da Hoodie,27,hiphop,2018,12,83.0,0.791,0.5869999999999999,-5.075,0.0413,0.4069999999999999,0.0,0.1479999999999999,0.536,96.057,3.0,4.0,179449.0,3,0,27.0,58.666666666666664
Mood Swings,A Boogie Wit da Hoodie,76,hiphop,2019,9,77.0,0.943,0.664,-5.952,0.106,0.2349999999999999,6e-06,0.112,0.93,120.051,4.0,4.0,156893.0,4,0,27.0,50.75
King Of My City,A Boogie Wit da Hoodie,69,hiphop,2020,2,60.0,0.48,0.679,-6.776,0.264,0.452,0.0,0.152,0.2899999999999999,81.186,4.0,5.0,148676.0,5,0,27.0,55.8
Cinderella Story,A Boogie Wit da Hoodie,95,hiphop,2020,2,55.0,0.639,0.571,-7.332,0.511,0.272,0.0,0.1439999999999999,0.569,88.04699999999998,4.0,4.0,185454.0,6,0,27.0,58.0
Me And My Guitar,A Boogie Wit da Hoodie,58,hiphop,2020,2,75.0,0.644,0.5869999999999999,-6.736,0.3529999999999999,0.4729999999999999,0.0,0.0758999999999999,0.68,173.972,7.0,4.0,161764.0,7,0,27.0,63.285714285714285
Thug Love,A Boogie Wit da Hoodie,73,hiphop,2020,2,59.0,0.54,0.643,-4.707,0.2879999999999999,0.4279999999999999,0.0,0.1739999999999999,0.328,178.125,5.0,4.0,181744.0,8,0,27.0,62.625
Bleed,A Boogie Wit da Hoodie,57,hiphop,2020,7,64.0,0.698,0.572,-7.735,0.198,0.135,0.0,0.154,0.391,71.446,2.0,4.0,176958.0,9,0,27.0,63.77777777777778
Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage,84,hiphop,2017,10,61.0,0.7169999999999999,0.753,-4.609,0.311,0.2929999999999999,0.0,0.158,0.631,169.857,7.0,4.0,174012.0,0,0,101.0,101.0
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,38,hiphop,2019,1,86.0,0.5809999999999998,0.662,-5.239,0.3029999999999999,0.0153,0.0,0.111,0.434,93.023,9.0,4.0,189486.0,0,0,101.0,101.0
Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,86,hiphop,2017,1,63.0,0.569,0.761,-6.071,0.4749999999999999,0.261,7e-06,0.0748,0.325,180.122,5.0,4.0,184000.0,0,0,101.0,101.0
Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,90,hiphop,2019,1,77.0,0.81,0.55,-7.46,0.17,0.0114,6e-06,0.107,0.183,76.503,2.0,4.0,214592.0,0,0,101.0,101.0
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,38,hiphop,2017,4,79.0,0.8389999999999999,0.81,-5.274,0.0568,0.501,0.0,0.117,0.814,129.014,5.0,4.0,209269.0,0,0,101.0,101.0
Reply,A Boogie Wit da Hoodie Featuring Lil Uzi Vert,49,hiphop,2019,11,80.0,0.512,0.623,-6.553,0.0807999999999999,0.0187,0.0,0.13,0.219,112.15,9.0,5.0,183588.0,0,0,101.0,101.0
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,59,hiphop,2019,1,75.0,0.7359999999999999,0.622,-4.653,0.133,0.0235,0.0,0.151,0.506,191.971,6.0,4.0,192779.0,0,0,101.0,101.0
Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again,86,hiphop,2017,10,67.0,0.6109999999999999,0.4779999999999999,-5.839,0.107,0.035,0.0,0.107,0.138,172.076,0.0,4.0,258158.0,0,0,101.0,101.0
Have I Never,A Few Good Men,76,jazz,1996,3,21.0,0.7169999999999999,0.377,-8.68,0.0288,0.2819999999999999,0.0,0.138,0.161,120.036,4.0,4.0,336533.0,0,0,101.0,101.0
I Ran (So Far Away),A Flock Of Seagulls,9,rock,1982,7,58.0,0.537,0.815,-6.208,0.0348,0.000418,0.807,0.194,0.691,145.424,2.0,4.0,219906.0,0,0,101.0,101.0
Space Age Love Song,A Flock Of Seagulls,30,rock,1982,11,50.0,0.447,0.7439999999999999,-4.613,0.0311,3.6e-05,0.106,0.21,0.552,139.959,2.0,4.0,226693.0,1,1,9.0,9.0
Wishing (If I Had A Photograph Of You),A Flock Of Seagulls,26,rock,1983,5,50.0,0.507,0.803,-5.176,0.0388,0.104,0.678,0.054,0.682,120.23,1.0,4.0,330426.0,2,1,9.0,19.5
"The More You Live, The More You Love",A Flock Of Seagulls,56,rock,1984,8,39.0,0.6119999999999999,0.8449999999999999,-5.565,0.0352,0.00224,0.00168,0.5819999999999999,0.769,139.514,11.0,4.0,249106.0,3,1,9.0,21.666666666666668
Say Something,A Great Big World & Christina Aguilera,4,other,2013,11,80.0,0.4069999999999999,0.1469999999999999,-8.822,0.0355,0.8569999999999999,3e-06,0.0913,0.0765,141.284,2.0,3.0,229400.0,0,0,101.0,101.0
Hold Each Other,A Great Big World Featuring FUTURISTIC,99,other,2015,10,53.0,0.61,0.796,-5.431,0.0656,0.0365,0.0,0.274,0.51,159.944,10.0,4.0,216040.0,0,0,101.0,101.0
Weak And Powerless,A Perfect Circle,61,metal,2003,9,59.0,0.4829999999999999,0.8409999999999999,-7.494,0.0523,0.000172,0.8609999999999999,0.108,0.129,159.747,1.0,3.0,195133.0,0,0,101.0,101.0
The Outsider,A Perfect Circle,79,metal,2004,5,65.0,0.328,0.8419999999999999,-6.644,0.0882,0.000111,0.803,0.0496,0.4219999999999999,113.329,6.0,4.0,246000.0,1,0,61.0,61.0
Like We Used To,A Rocket To The Moon,91,pop,2010,10,60.0,0.3629999999999999,0.71,-3.08,0.0308,0.216,0.0,0.121,0.383,170.113,2.0,4.0,203733.0,0,0,101.0,101.0
Boogie Oogie Oogie,A Taste Of Honey,1,electronic,1978,6,53.0,0.8349999999999999,0.522,-10.828,0.0916,0.0991,0.00184,0.111,0.91,123.934,2.0,4.0,338133.0,0,0,101.0,101.0
Do It Good,A Taste Of Honey,79,electronic,1979,8,14.0,0.699,0.74,-8.625,0.0289,0.0714,2e-06,0.165,0.889,104.168,3.0,4.0,342826.0,1,1,1.0,1.0
Sukiyaki,A Taste Of Honey,3,electronic,1981,3,37.0,0.5829999999999999,0.4149999999999999,-8.854,0.0301,0.8269999999999998,3.4e-05,0.138,0.245,136.065,3.0,4.0,223200.0,2,1,1.0,40.0
I'll Try Something New,A Taste Of Honey,41,electronic,1982,3,12.0,0.625,0.4749999999999999,-9.514,0.0275,0.447,1e-06,0.133,0.669,99.649,0.0,4.0,255000.0,3,2,1.0,27.666666666666668
Smoke,A Thousand Horses,47,country,2015,3,54.0,0.442,0.788,-5.508,0.0288,0.0409,8.7e-05,0.386,0.4279999999999999,149.624,7.0,4.0,219080.0,0,0,101.0,101.0
Scenario,A Tribe Called Quest,57,hiphop,1992,6,60.0,0.795,0.6,-14.004,0.341,0.112,0.000171,0.111,0.633,101.78,2.0,4.0,250133.0,0,0,101.0,101.0
Award Tour,A Tribe Called Quest,47,hiphop,1993,11,64.0,0.812,0.6,-9.414,0.254,0.00308,8e-06,0.1729999999999999,0.555,97.338,7.0,4.0,226440.0,1,0,57.0,57.0
Electric Relaxation (Relax Yourself Girl),A Tribe Called Quest,65,hiphop,1994,3,28.0,0.882,0.399,-13.136,0.276,0.233,0.526,0.121,0.8509999999999999,98.232,6.0,4.0,224920.0,2,0,47.0,52.0
Find A Way,A Tribe Called Quest,71,hiphop,1998,9,62.0,0.773,0.5809999999999998,-8.465999999999998,0.432,0.0352,0.0,0.4849999999999999,0.7109999999999999,94.093,8.0,4.0,203066.0,3,0,47.0,56.333333333333336
We The People....,A Tribe Called Quest,77,hiphop,2016,12,58.0,0.71,0.805,-5.471,0.0637,0.00909,0.0,0.1409999999999999,0.897,92.601,1.0,4.0,172013.0,4,0,47.0,60.0
Work,A$AP Ferg,100,hiphop,2013,6,73.0,0.8409999999999999,0.7329999999999999,-5.077,0.1419999999999999,0.0246,0.0,0.1739999999999999,0.2839999999999999,130.009,1.0,4.0,283693.0,0,0,101.0,101.0
Plain Jane,A$AP Ferg,86,hiphop,2017,10,79.0,0.797,0.8439999999999999,-5.482,0.275,0.0651,0.0,0.0869999999999999,0.52,170.142,11.0,4.0,173600.0,1,0,100.0,100.0
